score,mean,sem,count,t_stat,t_stat_ex_btc
-4.0,0.004295824392875802,0.013129885310634668,7982,2.613169601516934,2.970430355745071
-2.0,0.0035965867429385446,0.01250916536701737,6979,2.613169601516934,2.970430355745071
0.0,0.013835995331158944,0.011759077436430863,6978,2.613169601516934,2.970430355745071
2.0,0.018287785673564535,0.012877811953387384,6457,2.613169601516934,2.970430355745071
4.0,0.13076436403149885,0.015833917476293872,7357,2.613169601516934,2.970430355745071
