ticker,strategy,Final [EUR],Total Return [%],CAGR [%],Vol (ann.) [%],Sharpe,Sortino,Max Drawdown [%],Calmar,Worst Year [%],Best Year [%],Years,dividends,interest,short_premium_received,short_buyback_paid,short_settle_paid,commissions,spread_cost,stock_fees,ftt,n_assignments,n_short_cycles,n_leaps_rolls,n_trades,min_cash,prem,skew,spread,p_short_target_delta,sweep,p_leaps_open_min_dte,p_defend_delta,div_yield
BNP.PA,CoveredCall,1487275.0,1390.2,19.13,30.3,0.56,0.7,-60.8,0.31,-39.5,136.9,15.4,328406.0,2629.0,2322098.0,488.0,1337663.0,34666.0,59489.0,52989.0,44325.0,48,186,0,461,10.0,1.2,0.0,0.01,0.35,grid,,,
BNP.PA,PMCC,526398.0,430.2,11.41,23.7,0.37,0.57,-36.9,0.31,-13.4,58.9,15.4,0.0,120477.0,583214.0,34593.0,239030.0,21662.0,84099.0,0.0,0.0,20,198,12,237,60452.0,1.2,0.0,0.02,0.2,grid,,,
BNP.PA,CoveredCall,680788.0,582.1,13.25,34.4,0.39,0.52,-66.1,0.2,-46.4,129.8,15.4,186994.0,2003.0,641508.0,1103.0,282249.0,19829.0,33995.0,15626.0,13446.0,20,186,0,359,18.0,1.2,0.0,0.02,0.2,grid,,,
BNP.PA,PMCC,762193.0,667.7,14.12,21.9,0.49,0.74,-33.3,0.42,-10.4,67.5,15.4,0.0,147825.0,938678.0,60697.0,354888.0,26050.0,102055.0,0.0,0.0,29,198,12,237,63876.0,1.2,0.0,0.02,0.25,grid,,,
BNP.PA,CoveredCall,959328.0,861.2,15.79,33.2,0.46,0.6,-64.8,0.24,-43.5,135.9,15.4,221767.0,2081.0,1023883.0,1560.0,424821.0,23692.0,40731.0,24546.0,20629.0,30,186,0,392,12.0,1.2,0.0,0.02,0.25,grid,,,
BNP.PA,PMCC,1235354.0,1144.3,17.75,19.1,0.69,0.97,-29.6,0.6,-6.6,75.0,15.4,0.0,226715.0,2175517.0,123615.0,1137603.0,39832.0,160083.0,0.0,0.0,47,198,12,237,70307.0,1.2,0.0,0.02,0.35,grid,,,
BNP.PA,CoveredCall,1487319.0,1390.2,19.13,30.4,0.56,0.7,-60.8,0.31,-39.6,137.0,15.4,328273.0,2602.0,2318292.0,174.0,1337270.0,34640.0,62693.0,52980.0,44323.0,48,186,0,464,5.0,1.2,0.0,0.02,0.35,grid,,,
BNP.PA,PMCC,478368.0,383.3,10.75,23.9,0.35,0.53,-37.8,0.28,-14.3,58.4,15.4,0.0,113273.0,552607.0,32785.0,225431.0,20489.0,103628.0,0.0,0.0,20,198,12,237,60456.0,1.2,0.0,0.03,0.2,grid,,,
BNP.PA,CoveredCall,679348.0,580.7,13.23,34.4,0.39,0.52,-66.1,0.2,-46.5,130.2,15.4,186831.0,1988.0,640446.0,1103.0,282249.0,19803.0,34178.0,15627.0,13448.0,20,186,0,355,12.0,1.2,0.0,0.03,0.2,grid,,,
BNP.PA,PMCC,708247.0,615.5,13.6,22.0,0.47,0.7,-33.9,0.4,-11.1,66.5,15.4,0.0,141217.0,901436.0,58382.0,341946.0,25044.0,129545.0,0.0,0.0,29,198,12,237,63143.0,1.2,0.0,0.03,0.25,grid,,,
BNP.PA,CoveredCall,958521.0,860.4,15.79,33.2,0.46,0.6,-64.8,0.24,-43.5,135.8,15.4,221569.0,2073.0,1021314.0,1560.0,424737.0,23672.0,42486.0,24532.0,20619.0,30,186,0,391,7.0,1.2,0.0,0.03,0.25,grid,,,
BNP.PA,PMCC,1117909.0,1029.5,17.01,19.3,0.65,0.92,-29.8,0.57,-7.5,73.4,15.4,0.0,212142.0,2043324.0,117126.0,1071793.0,37553.0,207904.0,0.0,0.0,47,198,12,237,69489.0,1.2,0.0,0.03,0.35,grid,,,
BNP.PA,CoveredCall,1439888.0,1342.8,18.88,30.4,0.56,0.69,-61.0,0.31,-40.1,135.2,15.4,321249.0,2620.0,2255346.0,2267.0,1307593.0,33974.0,74228.0,51803.0,43003.0,48,186,0,451,18.0,1.2,0.0,0.03,0.35,grid,,,
BNP.PA,PMCC,442893.0,344.9,10.16,23.9,0.33,0.49,-38.2,0.27,-16.9,58.7,15.4,0.0,103977.0,488910.0,28642.0,215906.0,19040.0,52175.0,0.0,0.0,21,197,12,236,59090.0,1.2,0.1,0.01,0.2,grid,,,
BNP.PA,CoveredCall,592488.0,493.6,12.23,33.8,0.37,0.48,-66.2,0.18,-47.4,131.4,15.4,168559.0,1943.0,552400.0,557.0,259647.0,17871.0,30636.0,14668.0,11664.0,21,186,0,345,11.0,1.2,0.1,0.01,0.2,grid,,,
BNP.PA,PMCC,624493.0,527.4,12.64,22.0,0.43,0.63,-33.2,0.38,-10.0,58.6,15.4,0.0,126873.0,811558.0,50932.0,365606.0,22685.0,62549.0,0.0,0.0,34,197,12,236,63479.0,1.2,0.1,0.01,0.25,grid,,,
BNP.PA,CoveredCall,762324.0,663.8,14.08,32.3,0.42,0.53,-64.3,0.22,-44.9,122.6,15.4,191245.0,2055.0,870206.0,716.0,432495.0,20352.0,34890.0,24028.0,18432.0,36,186,0,390,12.0,1.2,0.1,0.01,0.25,grid,,,
BNP.PA,PMCC,972489.0,877.0,15.92,19.3,0.61,0.84,-31.0,0.51,-9.0,67.8,15.4,0.0,183411.0,1816788.0,98576.0,1032932.0,32825.0,90790.0,0.0,0.0,52,197,12,236,64313.0,1.2,0.1,0.01,0.35,grid,,,
BNP.PA,CoveredCall,1161372.0,1063.6,17.24,29.7,0.52,0.63,-60.8,0.28,-40.4,128.2,15.4,277887.0,2477.0,1982820.0,1476.0,1236984.0,29339.0,50318.0,53808.0,41664.0,54,186,0,453,21.0,1.2,0.1,0.01,0.35,grid,,,
BNP.PA,PMCC,407197.0,310.4,9.58,23.9,0.3,0.46,-38.8,0.25,-17.5,58.0,15.4,0.0,99083.0,465060.0,27333.0,205352.0,18118.0,71685.0,0.0,0.0,21,197,12,236,58353.0,1.2,0.1,0.02,0.2,grid,,,
BNP.PA,CoveredCall,592488.0,493.6,12.23,33.8,0.37,0.48,-66.2,0.18,-47.4,131.4,15.4,168559.0,1943.0,552400.0,557.0,259647.0,17871.0,30636.0,14668.0,11664.0,21,186,0,345,11.0,1.2,0.1,0.02,0.2,grid,,,
BNP.PA,PMCC,573475.0,478.1,12.04,22.2,0.41,0.6,-34.0,0.35,-10.7,58.6,15.4,0.0,119651.0,777100.0,48752.0,350515.0,21696.0,86650.0,0.0,0.0,34,197,12,236,62846.0,1.2,0.1,0.02,0.25,grid,,,
BNP.PA,CoveredCall,762694.0,664.2,14.08,32.3,0.42,0.53,-64.3,0.22,-44.9,122.9,15.4,191287.0,2043.0,870433.0,716.0,432969.0,20361.0,35000.0,24039.0,18432.0,36,186,0,391,6.0,1.2,0.1,0.02,0.25,grid,,,
BNP.PA,PMCC,898612.0,805.8,15.35,19.5,0.58,0.8,-31.1,0.49,-9.7,66.8,15.4,0.0,174112.0,1742248.0,94815.0,991432.0,31505.0,129258.0,0.0,0.0,52,197,12,236,63456.0,1.2,0.1,0.02,0.35,grid,,,
BNP.PA,CoveredCall,1145428.0,1047.6,17.13,29.7,0.51,0.62,-60.9,0.28,-40.5,127.0,15.4,275918.0,2470.0,1965607.0,4654.0,1228817.0,29321.0,53473.0,53407.0,41227.0,54,186,0,450,15.0,1.2,0.1,0.02,0.35,grid,,,
BNP.PA,PMCC,373272.0,277.5,8.99,24.1,0.28,0.42,-39.6,0.23,-18.3,57.2,15.4,0.0,94049.0,447451.0,26369.0,197960.0,17442.0,90227.0,0.0,0.0,21,197,12,236,56967.0,1.2,0.1,0.03,0.2,grid,,,
BNP.PA,CoveredCall,579125.0,480.2,12.07,33.8,0.36,0.48,-66.3,0.18,-47.4,128.3,15.4,166461.0,1961.0,545006.0,542.0,256132.0,17631.0,30403.0,14464.0,11427.0,21,186,0,341,16.0,1.2,0.1,0.03,0.2,grid,,,
BNP.PA,PMCC,523176.0,429.1,11.4,22.2,0.38,0.56,-34.4,0.33,-11.3,57.0,15.4,0.0,113123.0,734906.0,46266.0,333631.0,20576.0,108560.0,0.0,0.0,34,197,12,236,61874.0,1.2,0.1,0.03,0.25,grid,,,
BNP.PA,CoveredCall,756542.0,658.0,14.02,32.4,0.42,0.53,-64.5,0.22,-45.2,122.5,15.4,190789.0,2080.0,866427.0,706.0,431780.0,20293.0,36193.0,23992.0,18311.0,36,186,0,388,7.0,1.2,0.1,0.03,0.25,grid,,,
BNP.PA,PMCC,802653.0,711.8,14.53,19.7,0.54,0.74,-31.5,0.46,-10.8,65.9,15.4,0.0,161642.0,1620751.0,89301.0,925303.0,29446.0,167532.0,0.0,0.0,52,197,12,236,62536.0,1.2,0.1,0.03,0.35,grid,,,
BNP.PA,CoveredCall,1124561.0,1026.8,16.99,29.7,0.51,0.62,-60.9,0.28,-40.9,126.6,15.4,271868.0,2559.0,1924468.0,0.0,1208368.0,28595.0,64082.0,52564.0,40332.0,54,186,0,441,10.0,1.2,0.1,0.03,0.35,grid,,,
OR.PA,PMCC,503000.0,405.1,11.06,16.5,0.43,0.66,-25.2,0.44,-19.2,42.1,15.4,0.0,99716.0,331101.0,22595.0,130347.0,8771.0,28425.0,0.0,0.0,19,196,12,235,67261.0,vix,0.0,0.01,0.2,grid,,,
OR.PA,CoveredCall,726266.0,627.3,13.72,22.4,0.47,0.64,-42.5,0.32,-25.1,43.9,15.4,66125.0,3089.0,423838.0,2182.0,172988.0,9359.0,16044.0,14877.0,14276.0,19,186,0,261,32.0,vix,0.0,0.01,0.2,grid,,,
OR.PA,PMCC,660830.0,563.5,13.05,15.3,0.56,0.84,-24.0,0.54,-18.5,43.3,15.4,0.0,124482.0,547711.0,39149.0,244021.0,10561.0,34616.0,0.0,0.0,32,196,12,235,67261.0,vix,0.0,0.01,0.25,grid,,,
OR.PA,CoveredCall,947070.0,848.5,15.69,21.4,0.56,0.74,-41.9,0.37,-25.1,46.1,15.4,82897.0,3175.0,719570.0,2861.0,342812.0,11560.0,19818.0,29286.0,27707.0,32,186,0,307,48.0,vix,0.0,0.01,0.25,grid,,,
OR.PA,PMCC,806891.0,710.2,14.52,13.2,0.73,1.02,-20.8,0.7,-14.9,43.4,15.4,0.0,149537.0,979036.0,71905.0,578284.0,12506.0,41540.0,0.0,0.0,57,196,12,235,68610.0,vix,0.0,0.01,0.35,grid,,,
OR.PA,CoveredCall,1084740.0,986.3,16.71,19.6,0.63,0.81,-37.9,0.44,-21.5,45.3,15.4,96104.0,3285.0,1246559.0,8137.0,790015.0,13365.0,23173.0,52158.0,40646.0,60,186,0,391,38.0,vix,0.0,0.01,0.35,grid,,,
OR.PA,PMCC,465847.0,369.4,10.54,16.4,0.4,0.61,-25.2,0.42,-19.1,41.2,15.4,0.0,95422.0,314752.0,21492.0,122902.0,8344.0,41350.0,0.0,0.0,19,196,12,235,66923.0,vix,0.0,0.02,0.2,grid,,,
OR.PA,CoveredCall,726118.0,627.2,13.72,22.4,0.47,0.64,-42.5,0.32,-25.1,43.9,15.4,66125.0,3087.0,423691.0,2182.0,172988.0,9359.0,16190.0,14877.0,14276.0,19,186,0,261,32.0,vix,0.0,0.02,0.2,grid,,,
OR.PA,PMCC,630048.0,534.8,12.72,15.4,0.54,0.81,-24.7,0.51,-19.1,43.4,15.4,0.0,120349.0,536677.0,38601.0,239295.0,10383.0,53057.0,0.0,0.0,32,196,12,235,66923.0,vix,0.0,0.02,0.25,grid,,,
OR.PA,CoveredCall,946363.0,847.7,15.69,21.4,0.56,0.74,-41.7,0.38,-24.9,46.1,15.4,82917.0,3205.0,719027.0,2861.0,343354.0,11569.0,20749.0,29315.0,27707.0,32,186,0,307,29.0,vix,0.0,0.02,0.25,grid,,,
OR.PA,PMCC,745562.0,651.3,13.96,13.3,0.69,0.96,-21.1,0.66,-15.2,43.6,15.4,0.0,141976.0,932454.0,69221.0,549976.0,11996.0,65070.0,0.0,0.0,57,196,12,235,68250.0,vix,0.0,0.02,0.35,grid,,,
OR.PA,CoveredCall,1084764.0,986.6,16.72,19.5,0.64,0.81,-37.6,0.44,-21.0,45.2,15.4,95677.0,3246.0,1235697.0,4494.0,787007.0,13244.0,28095.0,51954.0,40639.0,60,186,0,394,24.0,vix,0.0,0.02,0.35,grid,,,
OR.PA,PMCC,434261.0,339.1,10.06,16.6,0.38,0.57,-26.4,0.38,-20.0,41.7,15.4,0.0,91259.0,302741.0,20770.0,116798.0,8080.0,54321.0,0.0,0.0,19,196,12,235,66480.0,vix,0.0,0.03,0.2,grid,,,
OR.PA,CoveredCall,725225.0,626.4,13.71,22.4,0.47,0.64,-42.5,0.32,-25.1,43.9,15.4,66111.0,3067.0,422494.0,2182.0,172988.0,9359.0,17387.0,14877.0,14276.0,19,186,0,261,44.0,vix,0.0,0.03,0.2,grid,,,
OR.PA,PMCC,577286.0,483.7,12.11,15.6,0.5,0.75,-25.5,0.48,-19.5,43.6,15.4,0.0,113553.0,508743.0,36843.0,224305.0,9936.0,70550.0,0.0,0.0,32,196,12,235,66576.0,vix,0.0,0.03,0.25,grid,,,
OR.PA,CoveredCall,943229.0,844.7,15.66,21.4,0.56,0.74,-41.8,0.37,-25.0,46.0,15.4,82791.0,3108.0,713723.0,1309.0,342549.0,11490.0,24557.0,29243.0,27667.0,32,186,0,310,59.0,vix,0.0,0.03,0.25,grid,,,
OR.PA,PMCC,688812.0,596.7,13.4,13.5,0.64,0.9,-21.5,0.62,-15.7,43.6,15.4,0.0,134623.0,887022.0,67023.0,524437.0,11554.0,90641.0,0.0,0.0,57,196,12,235,67885.0,vix,0.0,0.03,0.35,grid,,,
OR.PA,CoveredCall,1053392.0,955.5,16.5,19.6,0.63,0.8,-38.0,0.43,-21.6,45.0,15.4,93608.0,3105.0,1199507.0,732.0,768738.0,12931.0,37870.0,50742.0,39390.0,60,186,0,394,36.0,vix,0.0,0.03,0.35,grid,,,
OR.PA,PMCC,396770.0,298.4,9.37,16.5,0.34,0.51,-28.8,0.33,-21.8,40.9,15.4,0.0,84587.0,275164.0,20555.0,126064.0,7564.0,24889.0,0.0,0.0,25,195,12,233,65654.0,vix,0.1,0.01,0.2,grid,,,
OR.PA,CoveredCall,635583.0,536.5,12.74,21.9,0.44,0.59,-43.3,0.29,-26.6,42.8,15.4,61158.0,2984.0,382986.0,1168.0,183301.0,8759.0,15015.0,16684.0,15730.0,25,186,0,266,28.0,vix,0.1,0.01,0.2,grid,,,
OR.PA,PMCC,458428.0,360.4,10.4,15.5,0.41,0.61,-27.2,0.38,-20.5,43.8,15.4,0.0,94943.0,405835.0,29164.0,222793.0,8461.0,27982.0,0.0,0.0,38,195,12,233,66728.0,vix,0.1,0.01,0.25,grid,,,
OR.PA,CoveredCall,660298.0,561.3,13.02,21.0,0.46,0.6,-43.2,0.3,-26.6,45.6,15.4,64146.0,2918.0,524562.0,204.0,307844.0,9093.0,15588.0,23723.0,20004.0,38,186,0,294,14.0,vix,0.1,0.01,0.25,grid,,,
OR.PA,PMCC,634739.0,537.4,12.75,13.6,0.6,0.83,-24.0,0.53,-16.7,41.9,15.4,0.0,124555.0,797399.0,58010.0,493929.0,10845.0,36393.0,0.0,0.0,58,195,12,233,67561.0,vix,0.1,0.01,0.35,grid,,,
OR.PA,CoveredCall,911782.0,813.1,15.41,19.2,0.59,0.74,-38.9,0.4,-22.3,43.6,15.4,85944.0,3170.0,1055806.0,4705.0,706958.0,12110.0,20914.0,47225.0,34781.0,61,186,0,381,16.0,vix,0.1,0.01,0.35,grid,,,
OR.PA,PMCC,371720.0,274.6,8.93,16.7,0.31,0.47,-30.2,0.3,-22.8,41.4,15.4,0.0,80549.0,267024.0,20052.0,121136.0,7366.0,37127.0,0.0,0.0,25,195,12,233,64627.0,vix,0.1,0.02,0.2,grid,,,
OR.PA,CoveredCall,635419.0,536.3,12.74,21.9,0.44,0.59,-43.3,0.29,-26.6,42.8,15.4,61158.0,2979.0,382848.0,1168.0,183301.0,8759.0,15154.0,16684.0,15730.0,25,186,0,266,16.0,vix,0.1,0.02,0.2,grid,,,
OR.PA,PMCC,426614.0,329.9,9.91,15.5,0.38,0.56,-27.9,0.35,-21.2,44.2,15.4,0.0,91084.0,390588.0,28076.0,212371.0,8153.0,41926.0,0.0,0.0,38,195,12,233,66380.0,vix,0.1,0.02,0.25,grid,,,
OR.PA,CoveredCall,658622.0,559.6,13.0,21.1,0.46,0.6,-43.5,0.3,-26.9,45.6,15.4,64202.0,2924.0,524434.0,1197.0,308556.0,9168.0,16272.0,23719.0,19957.0,38,186,0,293,29.0,vix,0.1,0.02,0.25,grid,,,
OR.PA,PMCC,585579.0,490.2,12.19,13.7,0.56,0.77,-24.2,0.5,-17.0,41.5,15.4,0.0,118766.0,759124.0,55722.0,468185.0,10388.0,56559.0,0.0,0.0,58,195,12,233,67196.0,vix,0.1,0.02,0.35,grid,,,
OR.PA,CoveredCall,911855.0,813.4,15.41,19.2,0.59,0.74,-39.0,0.4,-22.4,43.6,15.4,85873.0,3192.0,1051242.0,3403.0,706589.0,12078.0,24697.0,47168.0,34738.0,61,186,0,384,30.0,vix,0.1,0.02,0.35,grid,,,
OR.PA,PMCC,346369.0,250.3,8.46,16.7,0.29,0.43,-30.0,0.28,-22.6,41.0,15.4,0.0,77917.0,255149.0,19210.0,114413.0,7058.0,48637.0,0.0,0.0,25,195,12,233,63498.0,vix,0.1,0.03,0.2,grid,,,
OR.PA,CoveredCall,633420.0,534.4,12.72,21.9,0.44,0.59,-43.4,0.29,-26.7,42.8,15.4,61059.0,3065.0,381186.0,1139.0,183301.0,8748.0,16339.0,16684.0,15732.0,25,186,0,264,18.0,vix,0.1,0.03,0.2,grid,,,
OR.PA,PMCC,389985.0,294.4,9.3,15.8,0.34,0.5,-29.5,0.32,-22.3,43.1,15.4,0.0,86315.0,370817.0,26818.0,200898.0,7822.0,55566.0,0.0,0.0,38,195,12,233,66017.0,vix,0.1,0.03,0.25,grid,,,
OR.PA,CoveredCall,655410.0,556.5,12.97,21.0,0.46,0.6,-43.3,0.3,-26.7,45.7,15.4,63939.0,3039.0,519688.0,1197.0,307139.0,9119.0,18728.0,23605.0,19919.0,38,186,0,297,58.0,vix,0.1,0.03,0.25,grid,,,
OR.PA,PMCC,532190.0,438.4,11.53,13.8,0.51,0.71,-24.5,0.47,-17.4,41.6,15.4,0.0,112015.0,714140.0,53240.0,440221.0,9882.0,77297.0,0.0,0.0,58,195,12,233,66825.0,vix,0.1,0.03,0.35,grid,,,
OR.PA,CoveredCall,896141.0,797.9,15.28,19.3,0.58,0.73,-39.1,0.39,-22.5,43.1,15.4,84747.0,3213.0,1029493.0,2603.0,695479.0,11926.0,32877.0,46482.0,34112.0,61,186,0,378,21.0,vix,0.1,0.03,0.35,grid,,,
OR.PA,PMCC,285581.0,186.7,7.06,16.4,0.22,0.32,-29.2,0.24,-21.5,38.3,15.4,0.0,71865.0,190639.0,14702.0,144679.0,6340.0,18822.0,0.0,0.0,37,196,12,235,62663.0,1.0,0.0,0.01,0.2,grid,,,
OR.PA,CoveredCall,345861.0,246.4,8.38,21.9,0.26,0.35,-45.3,0.18,-29.3,39.6,15.4,40773.0,2991.0,220360.0,183.0,170716.0,6069.0,10404.0,14712.0,11960.0,37,186,0,256,31.0,1.0,0.0,0.01,0.2,grid,,,
OR.PA,PMCC,292396.0,193.5,7.23,15.5,0.23,0.32,-25.7,0.28,-17.2,37.2,15.4,0.0,75662.0,268756.0,21007.0,219644.0,6752.0,20024.0,0.0,0.0,49,196,12,235,62546.0,1.0,0.0,0.01,0.25,grid,,,
OR.PA,CoveredCall,323991.0,224.5,7.92,20.9,0.25,0.32,-40.9,0.19,-24.5,37.0,15.4,40316.0,2743.0,284382.0,610.0,242313.0,6071.0,10407.0,18234.0,11931.0,50,186,0,281,35.0,1.0,0.0,0.01,0.25,grid,,,
OR.PA,PMCC,322694.0,223.9,7.91,13.7,0.28,0.39,-26.1,0.3,-18.8,32.8,15.4,0.0,85076.0,444349.0,30638.0,379136.0,7458.0,22081.0,0.0,0.0,68,196,12,235,71255.0,1.0,0.0,0.01,0.35,grid,,,
OR.PA,CoveredCall,368008.0,268.5,8.82,19.2,0.29,0.37,-39.1,0.23,-23.8,34.5,15.4,46711.0,3052.0,497173.0,2059.0,444115.0,6991.0,11989.0,27557.0,16880.0,69,186,0,330,26.0,1.0,0.0,0.01,0.35,grid,,,
OR.PA,PMCC,265672.0,167.5,6.58,16.5,0.19,0.28,-29.2,0.23,-21.3,38.3,15.4,0.0,68811.0,184464.0,14234.0,138485.0,6158.0,27023.0,0.0,0.0,37,196,12,235,61137.0,1.0,0.0,0.02,0.2,grid,,,
OR.PA,CoveredCall,345863.0,246.4,8.38,21.9,0.26,0.35,-45.3,0.18,-29.3,39.6,15.4,40773.0,2991.0,220330.0,153.0,170716.0,6067.0,10431.0,14712.0,11960.0,37,186,0,256,31.0,1.0,0.0,0.02,0.2,grid,,,
OR.PA,PMCC,272801.0,174.7,6.77,15.5,0.2,0.29,-25.4,0.27,-16.9,37.1,15.4,0.0,72732.0,259973.0,20451.0,211054.0,6536.0,28843.0,0.0,0.0,49,196,12,235,61323.0,1.0,0.0,0.02,0.25,grid,,,
OR.PA,CoveredCall,323803.0,224.3,7.92,20.9,0.25,0.32,-40.9,0.19,-24.5,37.0,15.4,40313.0,2726.0,284165.0,610.0,242313.0,6069.0,10526.0,18234.0,11931.0,50,186,0,281,41.0,1.0,0.0,0.02,0.25,grid,,,
OR.PA,PMCC,299247.0,201.4,7.41,13.8,0.25,0.34,-27.2,0.27,-19.9,33.0,15.4,0.0,81442.0,426637.0,29573.0,363307.0,7177.0,32736.0,0.0,0.0,68,196,12,235,70469.0,1.0,0.0,0.02,0.35,grid,,,
OR.PA,CoveredCall,356771.0,257.3,8.6,19.2,0.28,0.36,-40.1,0.21,-25.0,34.1,15.4,45603.0,2880.0,483844.0,1970.0,434186.0,6834.0,13064.0,26928.0,16278.0,69,186,0,328,24.0,1.0,0.0,0.02,0.35,grid,,,
OR.PA,PMCC,247522.0,150.0,6.12,16.5,0.16,0.24,-30.2,0.2,-22.0,37.9,15.4,0.0,66408.0,176792.0,13687.0,132296.0,5910.0,34549.0,0.0,0.0,37,196,12,235,60008.0,1.0,0.0,0.03,0.2,grid,,,
OR.PA,CoveredCall,344822.0,245.3,8.36,21.8,0.26,0.35,-45.3,0.18,-29.2,39.6,15.4,40772.0,2997.0,220001.0,641.0,170716.0,6095.0,10808.0,14680.0,11914.0,37,186,0,255,41.0,1.0,0.0,0.03,0.2,grid,,,
OR.PA,PMCC,253798.0,156.4,6.29,15.6,0.17,0.25,-26.1,0.24,-17.7,37.0,15.4,0.0,69714.0,249818.0,19897.0,202625.0,6324.0,37684.0,0.0,0.0,49,196,12,235,59684.0,1.0,0.0,0.03,0.25,grid,,,
OR.PA,CoveredCall,323530.0,224.1,7.92,20.9,0.25,0.32,-41.0,0.19,-24.5,36.9,15.4,40305.0,2723.0,283270.0,610.0,242313.0,6069.0,11420.0,18233.0,11931.0,50,186,0,281,22.0,1.0,0.0,0.03,0.25,grid,,,
OR.PA,PMCC,277193.0,180.1,6.9,13.9,0.22,0.29,-26.9,0.26,-19.8,33.1,15.4,0.0,77657.0,410410.0,29029.0,349636.0,6965.0,44358.0,0.0,0.0,68,196,12,235,68319.0,1.0,0.0,0.03,0.35,grid,,,
OR.PA,CoveredCall,348861.0,249.5,8.45,19.2,0.27,0.35,-39.4,0.21,-24.1,34.1,15.4,44762.0,3023.0,473848.0,1880.0,427366.0,6720.0,15908.0,26525.0,16149.0,69,186,0,318,51.0,1.0,0.0,0.03,0.35,grid,,,
OR.PA,PMCC,216630.0,117.5,5.16,16.8,0.11,0.16,-32.7,0.16,-22.7,34.9,15.4,0.0,59728.0,144793.0,11250.0,127030.0,5441.0,16393.0,0.0,0.0,40,195,12,233,51725.0,1.0,0.1,0.01,0.2,grid,,,
OR.PA,CoveredCall,265253.0,165.6,6.53,21.5,0.19,0.25,-45.7,0.14,-29.9,37.0,15.4,33916.0,2966.0,163625.0,258.0,146884.0,5162.0,8850.0,12820.0,9633.0,40,186,0,254,31.0,1.0,0.1,0.01,0.2,grid,,,
OR.PA,PMCC,230493.0,131.4,5.59,15.9,0.13,0.19,-29.4,0.19,-18.3,36.1,15.4,0.0,64852.0,215083.0,20124.0,187569.0,5948.0,17920.0,0.0,0.0,49,195,12,233,55075.0,1.0,0.1,0.01,0.25,grid,,,
OR.PA,CoveredCall,263817.0,164.2,6.5,20.6,0.18,0.24,-42.3,0.15,-25.6,36.5,15.4,35943.0,2932.0,233486.0,1123.0,221134.0,5504.0,9435.0,16327.0,10027.0,51,186,0,272,13.0,1.0,0.1,0.01,0.25,grid,,,
OR.PA,PMCC,254255.0,155.3,6.26,13.8,0.17,0.23,-27.4,0.23,-20.5,31.8,15.4,0.0,72651.0,372177.0,25250.0,341008.0,6489.0,19580.0,0.0,0.0,68,195,12,233,61206.0,1.0,0.1,0.01,0.35,grid,,,
OR.PA,CoveredCall,293426.0,193.9,7.23,18.9,0.22,0.27,-40.6,0.18,-25.1,32.5,15.4,40257.0,3019.0,416642.0,1264.0,401353.0,6113.0,10479.0,23674.0,13711.0,69,186,0,316,40.0,1.0,0.1,0.01,0.35,grid,,,
OR.PA,PMCC,200953.0,102.4,4.68,17.0,0.09,0.12,-33.7,0.14,-23.2,34.4,15.4,0.0,57094.0,140343.0,10923.0,121989.0,5299.0,23665.0,0.0,0.0,40,195,12,233,51127.0,1.0,0.1,0.02,0.2,grid,,,
OR.PA,CoveredCall,265249.0,165.6,6.53,21.5,0.19,0.25,-45.7,0.14,-29.9,37.0,15.4,33916.0,2966.0,163621.0,258.0,146884.0,5162.0,8854.0,12820.0,9633.0,40,186,0,254,31.0,1.0,0.1,0.02,0.2,grid,,,
OR.PA,PMCC,216700.0,118.3,5.19,15.8,0.11,0.15,-29.5,0.18,-18.9,35.1,15.4,0.0,62828.0,206734.0,19519.0,180792.0,5740.0,25835.0,0.0,0.0,49,195,12,233,51934.0,1.0,0.1,0.02,0.25,grid,,,
OR.PA,CoveredCall,263408.0,163.8,6.49,20.6,0.18,0.24,-42.3,0.15,-25.6,36.1,15.4,35888.0,2986.0,233327.0,1123.0,221134.0,5500.0,9506.0,16327.0,10025.0,51,186,0,272,34.0,1.0,0.1,0.02,0.25,grid,,,
OR.PA,PMCC,235361.0,137.1,5.75,14.0,0.14,0.19,-28.5,0.2,-21.5,31.7,15.4,0.0,69538.0,358964.0,24420.0,327758.0,6274.0,29185.0,0.0,0.0,68,195,12,233,59017.0,1.0,0.1,0.02,0.35,grid,,,
OR.PA,CoveredCall,292786.0,193.2,7.22,18.9,0.22,0.27,-41.2,0.18,-25.7,32.4,15.4,40165.0,2906.0,413749.0,1264.0,398470.0,6088.0,11537.0,23541.0,13554.0,69,186,0,319,38.0,1.0,0.1,0.02,0.35,grid,,,
OR.PA,PMCC,189051.0,91.1,4.29,17.1,0.07,0.09,-34.7,0.12,-24.1,35.5,15.4,0.0,55415.0,136718.0,10621.0,117664.0,5166.0,30763.0,0.0,0.0,40,195,12,233,47918.0,1.0,0.1,0.03,0.2,grid,,,
OR.PA,CoveredCall,265050.0,165.4,6.53,21.5,0.19,0.25,-45.7,0.14,-29.9,37.1,15.4,33915.0,2962.0,163344.0,258.0,146884.0,5159.0,8994.0,12820.0,9633.0,40,186,0,255,13.0,1.0,0.1,0.03,0.2,grid,,,
OR.PA,PMCC,200792.0,103.0,4.69,15.9,0.08,0.11,-30.4,0.15,-19.7,34.7,15.4,0.0,60611.0,199869.0,19052.0,172990.0,5591.0,33651.0,0.0,0.0,49,195,12,233,51549.0,1.0,0.1,0.03,0.25,grid,,,
