ticker,strategy,Final [EUR],Total Return [%],CAGR [%],Vol (ann.) [%],Sharpe,Sortino,Max Drawdown [%],Calmar,Worst Year [%],Best Year [%],Years,dividends,interest,short_premium_received,short_buyback_paid,short_settle_paid,commissions,spread_cost,stock_fees,ftt,n_assignments,n_short_cycles,n_leaps_rolls,n_trades,min_cash,prem,skew,spread,p_short_target_delta,sweep,p_leaps_open_min_dte,p_defend_delta,div_yield
FP.PA,PMCC,431696.0,334.3,9.98,14.4,0.4,0.52,-21.8,0.46,-2.4,26.6,15.4,0.0,113791.0,759828.0,42040.0,581097.0,24852.0,57616.0,0.0,0.0,62,198,12,237,55690.0,1.2,0.1,0.01,0.35,grid,,,
FP.PA,CoveredCall,552499.0,454.0,11.73,19.8,0.42,0.5,-36.7,0.32,-12.3,44.3,15.4,237754.0,1641.0,886568.0,2572.0,691034.0,23854.0,40893.0,38687.0,26527.0,62,186,0,465,6.0,1.2,0.1,0.01,0.35,grid,,,
FP.PA,PMCC,266811.0,169.4,6.63,17.6,0.19,0.27,-27.8,0.24,-12.4,26.8,15.4,0.0,81887.0,276698.0,15716.0,217643.0,18650.0,57530.0,0.0,0.0,41,198,12,237,51331.0,1.2,0.1,0.02,0.2,grid,,,
FP.PA,CoveredCall,401013.0,302.1,9.44,22.6,0.3,0.39,-40.6,0.23,-21.8,36.2,15.4,191227.0,1441.0,355201.0,1034.0,272114.0,19420.0,33291.0,20123.0,11912.0,40,186,0,365,12.0,1.2,0.1,0.02,0.2,grid,,,
FP.PA,PMCC,266487.0,169.1,6.62,16.5,0.19,0.26,-27.0,0.25,-11.5,28.3,15.4,0.0,81320.0,370600.0,18335.0,311801.0,18582.0,57434.0,0.0,0.0,49,198,12,237,44203.0,1.2,0.1,0.02,0.25,grid,,,
FP.PA,CoveredCall,384659.0,285.7,9.14,21.4,0.3,0.37,-40.3,0.23,-21.4,35.7,15.4,187319.0,1483.0,462570.0,852.0,389345.0,18991.0,32556.0,23505.0,15003.0,48,186,0,403,21.0,1.2,0.1,0.02,0.25,grid,,,
FP.PA,PMCC,398725.0,302.7,9.45,14.5,0.37,0.48,-22.1,0.43,-2.8,26.2,15.4,0.0,108009.0,726810.0,40179.0,556999.0,23810.0,74172.0,0.0,0.0,62,198,12,237,55318.0,1.2,0.1,0.02,0.35,grid,,,
FP.PA,CoveredCall,552506.0,454.0,11.73,19.8,0.42,0.5,-36.7,0.32,-12.4,44.4,15.4,237743.0,1642.0,886313.0,2572.0,691034.0,23852.0,41058.0,38687.0,26527.0,62,186,0,465,6.0,1.2,0.1,0.02,0.35,grid,,,
FP.PA,PMCC,246619.0,150.0,6.12,17.8,0.16,0.23,-28.1,0.22,-12.9,25.5,15.4,0.0,77906.0,266083.0,15131.0,210586.0,17988.0,69458.0,0.0,0.0,41,198,12,237,50322.0,1.2,0.1,0.03,0.2,grid,,,
FP.PA,CoveredCall,401011.0,302.1,9.44,22.6,0.3,0.39,-40.6,0.23,-21.8,36.2,15.4,191192.0,1445.0,355134.0,1034.0,271924.0,19416.0,33287.0,20115.0,11898.0,40,186,0,366,6.0,1.2,0.1,0.03,0.2,grid,,,
FP.PA,PMCC,245276.0,148.6,6.08,16.7,0.16,0.22,-27.7,0.22,-12.1,26.9,15.4,0.0,77093.0,357014.0,17712.0,300386.0,17904.0,69244.0,0.0,0.0,49,198,12,237,43411.0,1.2,0.1,0.03,0.25,grid,,,
FP.PA,CoveredCall,384679.0,285.7,9.14,21.4,0.3,0.37,-40.3,0.23,-21.4,35.7,15.4,187316.0,1484.0,462474.0,745.0,389345.0,18977.0,32567.0,23505.0,15003.0,48,186,0,403,4.0,1.2,0.1,0.03,0.25,grid,,,
FP.PA,PMCC,367131.0,272.2,8.89,14.7,0.33,0.43,-22.9,0.39,-3.5,25.6,15.4,0.0,102342.0,697967.0,38372.0,536865.0,22902.0,90318.0,0.0,0.0,62,198,12,237,54945.0,1.2,0.1,0.03,0.35,grid,,,
FP.PA,CoveredCall,552585.0,454.1,11.73,19.8,0.42,0.5,-36.7,0.32,-12.5,44.5,15.4,237524.0,1654.0,884148.0,1041.0,690207.0,23781.0,42221.0,38646.0,26477.0,62,186,0,463,9.0,1.2,0.1,0.03,0.35,grid,,,
MC.PA,PMCC,663663.0,566.1,13.07,20.1,0.47,0.71,-38.7,0.34,-15.4,64.8,15.4,0.0,144977.0,590447.0,43021.0,281851.0,12680.0,44647.0,0.0,0.0,22,197,12,236,44845.0,vix,0.0,0.01,0.2,grid,,,
MC.PA,CoveredCall,648797.0,549.7,12.89,26.8,0.41,0.55,-65.0,0.2,-34.0,86.2,15.4,75878.0,3080.0,487789.0,2333.0,259648.0,8508.0,14586.0,15748.0,14017.0,23,186,0,271,15.0,vix,0.0,0.01,0.2,grid,,,
MC.PA,PMCC,713384.0,616.0,13.6,19.1,0.51,0.75,-36.5,0.37,-12.8,66.5,15.4,0.0,156654.0,821504.0,57039.0,486960.0,13776.0,48609.0,0.0,0.0,29,197,12,236,48717.0,vix,0.0,0.01,0.25,grid,,,
MC.PA,CoveredCall,653173.0,554.1,12.94,25.6,0.42,0.54,-62.7,0.21,-34.9,92.3,15.4,78375.0,3041.0,648589.0,5561.0,430991.0,8843.0,15171.0,20393.0,14121.0,33,186,0,299,16.0,vix,0.0,0.01,0.25,grid,,,
MC.PA,PMCC,877031.0,780.2,15.13,16.6,0.64,0.87,-31.4,0.48,-14.8,65.3,15.4,0.0,184755.0,1558866.0,110935.0,1064023.0,15997.0,57255.0,0.0,0.0,60,197,12,236,53895.0,vix,0.0,0.01,0.35,grid,,,
MC.PA,CoveredCall,750015.0,651.1,13.96,23.4,0.47,0.57,-59.7,0.23,-36.9,86.2,15.4,87060.0,3277.0,1167377.0,7685.0,881302.0,9758.0,17291.0,38507.0,22938.0,66,186,0,387,29.0,vix,0.0,0.01,0.35,grid,,,
MC.PA,PMCC,624368.0,528.5,12.65,20.4,0.45,0.67,-39.0,0.32,-15.6,64.0,15.4,0.0,139109.0,573121.0,41887.0,271789.0,12383.0,68689.0,0.0,0.0,22,197,12,236,44142.0,vix,0.0,0.02,0.2,grid,,,
MC.PA,CoveredCall,648638.0,549.5,12.89,26.8,0.41,0.55,-65.0,0.2,-34.0,86.2,15.4,75877.0,3097.0,487311.0,2333.0,259648.0,8508.0,15064.0,15748.0,14017.0,23,186,0,271,30.0,vix,0.0,0.02,0.2,grid,,,
MC.PA,PMCC,658539.0,562.9,13.04,19.0,0.49,0.72,-35.5,0.37,-12.7,65.5,15.4,0.0,148557.0,779005.0,54432.0,461955.0,13164.0,74955.0,0.0,0.0,29,197,12,236,49732.0,vix,0.0,0.02,0.25,grid,,,
MC.PA,CoveredCall,652581.0,553.5,12.93,25.6,0.42,0.54,-62.6,0.21,-34.7,92.3,15.4,78340.0,3053.0,646387.0,5561.0,430814.0,8836.0,17007.0,20379.0,14119.0,33,186,0,300,28.0,vix,0.0,0.02,0.25,grid,,,
MC.PA,PMCC,814139.0,719.5,14.6,16.7,0.61,0.83,-31.6,0.46,-14.9,64.7,15.4,0.0,176297.0,1492299.0,107562.0,1023210.0,15484.0,96531.0,0.0,0.0,60,197,12,236,52956.0,vix,0.0,0.02,0.35,grid,,,
MC.PA,CoveredCall,735238.0,636.3,13.81,23.4,0.46,0.56,-59.7,0.23,-36.9,86.1,15.4,86693.0,3189.0,1156440.0,13567.0,879254.0,9776.0,25074.0,38398.0,22809.0,66,186,0,387,21.0,vix,0.0,0.02,0.35,grid,,,
MC.PA,PMCC,572659.0,478.1,12.04,20.1,0.43,0.64,-37.8,0.32,-15.7,62.8,15.4,0.0,131038.0,536994.0,39672.0,254723.0,11722.0,90586.0,0.0,0.0,22,197,12,236,45326.0,vix,0.0,0.03,0.2,grid,,,
MC.PA,CoveredCall,643173.0,544.1,12.83,26.8,0.41,0.55,-64.9,0.2,-33.9,86.2,15.4,75765.0,3106.0,483741.0,2333.0,259648.0,8496.0,17530.0,15720.0,13979.0,23,186,0,271,13.0,vix,0.0,0.03,0.2,grid,,,
MC.PA,PMCC,603797.0,509.6,12.43,19.1,0.46,0.67,-35.7,0.35,-13.3,63.9,15.4,0.0,140417.0,739345.0,52028.0,439021.0,12684.0,101830.0,0.0,0.0,29,197,12,236,48970.0,vix,0.0,0.03,0.25,grid,,,
MC.PA,CoveredCall,646949.0,547.9,12.87,25.6,0.41,0.54,-62.6,0.21,-34.7,92.1,15.4,77925.0,3194.0,638094.0,4034.0,426711.0,8778.0,21294.0,20246.0,13956.0,33,186,0,300,20.0,vix,0.0,0.03,0.25,grid,,,
MC.PA,PMCC,720683.0,627.7,13.72,16.8,0.56,0.76,-32.0,0.43,-15.6,62.5,15.4,0.0,162635.0,1366682.0,100044.0,941495.0,14474.0,131188.0,0.0,0.0,60,197,12,236,51791.0,vix,0.0,0.03,0.35,grid,,,
MC.PA,CoveredCall,705677.0,606.8,13.51,23.4,0.45,0.55,-59.7,0.23,-37.8,85.7,15.4,83813.0,3141.0,1106210.0,8108.0,846123.0,9457.0,34771.0,37115.0,21751.0,66,186,0,379,42.0,vix,0.0,0.03,0.35,grid,,,
MC.PA,PMCC,439189.0,340.9,10.09,20.4,0.34,0.51,-38.9,0.26,-19.0,63.6,15.4,0.0,105729.0,409407.0,26857.0,257434.0,10064.0,35571.0,0.0,0.0,23,196,12,234,41783.0,vix,0.1,0.01,0.2,grid,,,
MC.PA,CoveredCall,449228.0,349.9,10.23,26.2,0.32,0.43,-64.7,0.16,-35.2,81.0,15.4,59350.0,3123.0,345570.0,1005.0,239160.0,6912.0,11850.0,12720.0,9977.0,24,186,0,254,35.0,vix,0.1,0.01,0.2,grid,,,
MC.PA,PMCC,496703.0,398.6,10.97,19.4,0.39,0.57,-37.7,0.29,-16.8,61.1,15.4,0.0,116491.0,575487.0,37727.0,385169.0,10894.0,38642.0,0.0,0.0,32,196,12,234,44920.0,vix,0.1,0.01,0.25,grid,,,
MC.PA,CoveredCall,488700.0,389.4,10.84,25.1,0.35,0.45,-63.0,0.17,-36.5,88.6,15.4,63335.0,2837.0,482352.0,3427.0,357388.0,7360.0,12618.0,18185.0,11989.0,37,186,0,290,28.0,vix,0.1,0.01,0.25,grid,,,
MC.PA,PMCC,657430.0,560.0,13.01,16.8,0.53,0.71,-31.3,0.41,-17.4,59.9,15.4,0.0,145121.0,1236704.0,90030.0,892231.0,13263.0,47932.0,0.0,0.0,62,196,12,234,49889.0,vix,0.1,0.01,0.35,grid,,,
MC.PA,CoveredCall,602987.0,503.8,12.36,22.9,0.41,0.5,-60.0,0.21,-37.7,82.1,15.4,73762.0,3278.0,967469.0,2377.0,771316.0,8438.0,14910.0,33981.0,20428.0,67,186,0,372,34.0,vix,0.1,0.01,0.35,grid,,,
MC.PA,PMCC,406535.0,309.4,9.56,20.5,0.32,0.48,-39.2,0.24,-19.1,62.9,15.4,0.0,100748.0,391630.0,25755.0,245306.0,9667.0,53598.0,0.0,0.0,23,196,12,234,41064.0,vix,0.1,0.02,0.2,grid,,,
MC.PA,CoveredCall,449547.0,350.2,10.24,26.2,0.32,0.43,-64.7,0.16,-35.2,81.0,15.4,59417.0,3047.0,345557.0,1005.0,239160.0,6914.0,12059.0,12719.0,9976.0,24,186,0,255,35.0,vix,0.1,0.02,0.2,grid,,,
MC.PA,PMCC,452999.0,356.2,10.33,19.3,0.36,0.53,-36.6,0.28,-17.5,59.4,15.4,0.0,109852.0,543892.0,35779.0,362933.0,10397.0,58887.0,0.0,0.0,32,196,12,234,46043.0,vix,0.1,0.02,0.25,grid,,,
MC.PA,CoveredCall,488572.0,389.3,10.84,25.1,0.35,0.45,-63.0,0.17,-36.5,88.4,15.4,63312.0,2868.0,481252.0,3427.0,356616.0,7360.0,13732.0,18181.0,11984.0,37,186,0,290,28.0,vix,0.1,0.02,0.25,grid,,,
MC.PA,PMCC,600965.0,505.2,12.37,16.9,0.49,0.66,-31.6,0.39,-17.6,58.9,15.4,0.0,137224.0,1177408.0,86544.0,854056.0,12784.0,79667.0,0.0,0.0,62,196,12,234,48992.0,vix,0.1,0.02,0.35,grid,,,
MC.PA,CoveredCall,588231.0,489.1,12.18,22.9,0.41,0.49,-60.1,0.2,-37.8,80.7,15.4,73169.0,3256.0,952961.0,3729.0,763226.0,8388.0,20815.0,33614.0,20047.0,67,186,0,376,31.0,vix,0.1,0.02,0.35,grid,,,
MC.PA,PMCC,376928.0,280.8,9.05,20.7,0.29,0.44,-39.4,0.23,-19.7,62.0,15.4,0.0,95916.0,375404.0,24848.0,234131.0,9370.0,71629.0,0.0,0.0,23,196,12,234,40311.0,vix,0.1,0.03,0.2,grid,,,
MC.PA,CoveredCall,450138.0,350.8,10.25,26.2,0.32,0.43,-64.7,0.16,-35.1,81.6,15.4,59712.0,2908.0,345727.0,1005.0,241765.0,6940.0,13558.0,12827.0,10102.0,24,186,0,258,21.0,vix,0.1,0.03,0.2,grid,,,
MC.PA,PMCC,423469.0,327.8,9.88,19.5,0.34,0.49,-36.8,0.27,-17.7,59.2,15.4,0.0,105398.0,524791.0,34753.0,350699.0,10166.0,80622.0,0.0,0.0,32,196,12,234,45234.0,vix,0.1,0.03,0.25,grid,,,
MC.PA,CoveredCall,473089.0,373.8,10.6,25.1,0.34,0.44,-64.1,0.17,-36.1,89.3,15.4,61849.0,2923.0,466985.0,3324.0,349578.0,7184.0,16284.0,17805.0,11741.0,37,186,0,286,26.0,vix,0.1,0.03,0.25,grid,,,
MC.PA,PMCC,535335.0,440.9,11.56,17.1,0.45,0.6,-32.0,0.36,-18.2,57.0,15.4,0.0,126890.0,1091428.0,81620.0,795189.0,12072.0,109451.0,0.0,0.0,62,196,12,234,47827.0,vix,0.1,0.03,0.35,grid,,,
MC.PA,CoveredCall,558717.0,459.6,11.8,22.9,0.39,0.47,-60.2,0.2,-37.8,80.7,15.4,69752.0,3374.0,901355.0,1076.0,729304.0,8022.0,28274.0,32132.0,18964.0,67,186,0,366,40.0,vix,0.1,0.03,0.35,grid,,,
MC.PA,PMCC,341482.0,242.7,8.31,20.6,0.26,0.38,-40.0,0.21,-14.1,52.0,15.4,0.0,98723.0,301816.0,19997.0,288787.0,9138.0,29228.0,0.0,0.0,29,195,12,233,46546.0,1.0,0.0,0.01,0.2,grid,,,
MC.PA,CoveredCall,248570.0,148.9,6.09,26.1,0.18,0.24,-65.3,0.09,-33.9,82.6,15.4,39984.0,3075.0,197224.0,551.0,203406.0,4912.0,8421.0,10314.0,5936.0,32,186,0,250,33.0,1.0,0.0,0.01,0.2,grid,,,
MC.PA,PMCC,302202.0,203.3,7.45,19.6,0.23,0.32,-39.2,0.19,-16.3,55.0,15.4,0.0,90029.0,381210.0,22774.0,382806.0,8592.0,27166.0,0.0,0.0,46,195,12,233,45635.0,1.0,0.0,0.01,0.25,grid,,,
MC.PA,CoveredCall,207431.0,107.7,4.85,24.8,0.13,0.17,-64.0,0.08,-34.6,77.9,15.4,35291.0,2878.0,239699.0,1339.0,261515.0,4424.0,7584.0,12712.0,6186.0,50,186,0,273,21.0,1.0,0.0,0.01,0.25,grid,,,
MC.PA,PMCC,337205.0,238.4,8.22,17.4,0.27,0.36,-34.9,0.24,-12.0,49.3,15.4,0.0,100642.0,692189.0,51247.0,666063.0,9572.0,30409.0,0.0,0.0,68,195,12,233,47557.0,1.0,0.0,0.01,0.35,grid,,,
MC.PA,CoveredCall,220566.0,120.9,5.27,22.8,0.14,0.17,-63.4,0.08,-38.3,84.1,15.4,37263.0,2868.0,409439.0,1610.0,428591.0,4636.0,8036.0,18861.0,9595.0,72,186,0,322,28.0,1.0,0.0,0.01,0.35,grid,,,
MC.PA,PMCC,319314.0,221.3,7.86,20.8,0.24,0.35,-40.3,0.2,-14.2,51.2,15.4,0.0,94380.0,290941.0,19303.0,276175.0,8857.0,42990.0,0.0,0.0,29,195,12,233,45916.0,1.0,0.0,0.02,0.2,grid,,,
MC.PA,CoveredCall,248543.0,148.9,6.09,26.1,0.18,0.24,-65.3,0.09,-33.9,82.6,15.4,39984.0,3074.0,197198.0,551.0,203406.0,4912.0,8447.0,10314.0,5936.0,32,186,0,250,33.0,1.0,0.0,0.02,0.2,grid,,,
MC.PA,PMCC,282293.0,184.1,7.0,19.7,0.21,0.29,-39.4,0.18,-16.4,53.5,15.4,0.0,86690.0,367046.0,21914.0,368510.0,8311.0,40246.0,0.0,0.0,46,195,12,233,45005.0,1.0,0.0,0.02,0.25,grid,,,
MC.PA,CoveredCall,207512.0,107.8,4.85,24.8,0.13,0.17,-64.0,0.08,-34.6,77.9,15.4,35285.0,2877.0,239400.0,1339.0,261515.0,4424.0,7883.0,12711.0,6184.0,50,186,0,273,26.0,1.0,0.0,0.02,0.25,grid,,,
MC.PA,PMCC,308647.0,210.6,7.62,17.6,0.24,0.32,-35.1,0.22,-12.7,47.0,15.4,0.0,95159.0,656887.0,48853.0,631199.0,9191.0,46798.0,0.0,0.0,68,195,12,233,46866.0,1.0,0.0,0.02,0.35,grid,,,
MC.PA,CoveredCall,215233.0,115.5,5.1,22.7,0.13,0.16,-63.5,0.08,-38.2,84.1,15.4,36928.0,3079.0,405210.0,3241.0,426067.0,4627.0,9698.0,18726.0,9509.0,72,186,0,319,38.0,1.0,0.0,0.02,0.35,grid,,,
MC.PA,PMCC,293523.0,196.2,7.29,20.9,0.22,0.32,-40.5,0.18,-14.3,50.6,15.4,0.0,89349.0,277012.0,18390.0,261796.0,8526.0,55789.0,0.0,0.0,29,195,12,233,45285.0,1.0,0.0,0.03,0.2,grid,,,
MC.PA,CoveredCall,248449.0,148.8,6.08,26.1,0.18,0.24,-65.3,0.09,-33.9,82.6,15.4,40023.0,3052.0,196858.0,551.0,203406.0,4914.0,8939.0,10314.0,5936.0,32,186,0,251,32.0,1.0,0.0,0.03,0.2,grid,,,
MC.PA,PMCC,259266.0,161.7,6.43,19.9,0.18,0.25,-39.7,0.16,-16.6,52.6,15.4,0.0,82351.0,350308.0,20826.0,352286.0,8046.0,53097.0,0.0,0.0,46,195,12,233,44322.0,1.0,0.0,0.03,0.25,grid,,,
MC.PA,CoveredCall,207383.0,107.7,4.85,24.8,0.13,0.17,-64.0,0.08,-34.7,79.4,15.4,35101.0,2809.0,237013.0,1339.0,260345.0,4392.0,8899.0,12615.0,6182.0,50,186,0,277,22.0,1.0,0.0,0.03,0.25,grid,,,
MC.PA,PMCC,284473.0,187.1,7.07,17.7,0.21,0.28,-35.5,0.2,-12.8,46.9,15.4,0.0,90583.0,626507.0,47337.0,604071.0,8876.0,64517.0,0.0,0.0,68,195,12,233,45973.0,1.0,0.0,0.03,0.35,grid,,,
MC.PA,CoveredCall,208397.0,108.7,4.88,22.7,0.12,0.15,-63.4,0.08,-38.0,82.7,15.4,36557.0,3034.0,397330.0,3273.0,421809.0,4588.0,12809.0,18497.0,9301.0,72,186,0,322,27.0,1.0,0.0,0.03,0.35,grid,,,
MC.PA,PMCC,206718.0,107.5,4.84,21.0,0.11,0.16,-43.1,0.11,-22.9,50.9,15.4,0.0,68054.0,190431.0,13316.0,228275.0,6734.0,21480.0,0.0,0.0,38,194,12,232,39905.0,1.0,0.1,0.01,0.2,grid,,,
MC.PA,CoveredCall,159147.0,59.4,3.07,25.5,0.07,0.09,-66.7,0.05,-36.0,79.8,15.4,28945.0,3007.0,129813.0,754.0,165720.0,3705.0,6351.0,8678.0,4330.0,40,186,0,250,71.0,1.0,0.1,0.01,0.2,grid,,,
MC.PA,PMCC,209300.0,110.0,4.93,19.7,0.11,0.15,-39.5,0.12,-19.2,53.5,15.4,0.0,71309.0,298918.0,21110.0,337749.0,7184.0,22677.0,0.0,0.0,51,194,12,232,43155.0,1.0,0.1,0.01,0.25,grid,,,
MC.PA,CoveredCall,148661.0,48.9,2.61,24.4,0.04,0.06,-66.2,0.04,-38.6,73.1,15.4,28816.0,2824.0,189810.0,754.0,235236.0,3736.0,6405.0,11415.0,5015.0,56,186,0,277,32.0,1.0,0.1,0.01,0.25,grid,,,
MC.PA,PMCC,257278.0,158.2,6.34,18.0,0.18,0.23,-38.5,0.16,-15.5,46.2,15.4,0.0,80881.0,549998.0,39776.0,551180.0,8096.0,25884.0,0.0,0.0,69,194,12,232,39422.0,1.0,0.1,0.01,0.35,grid,,,
MC.PA,CoveredCall,176881.0,77.1,3.77,22.2,0.07,0.09,-65.3,0.06,-39.8,79.5,15.4,31239.0,3134.0,332639.0,2417.0,362285.0,4006.0,6929.0,16002.0,7648.0,73,186,0,305,17.0,1.0,0.1,0.01,0.35,grid,,,
MC.PA,PMCC,190028.0,91.3,4.29,21.2,0.09,0.13,-43.4,0.1,-23.1,49.6,15.4,0.0,64646.0,183387.0,12750.0,218442.0,6552.0,31488.0,0.0,0.0,38,194,12,232,39275.0,1.0,0.1,0.02,0.2,grid,,,
MC.PA,CoveredCall,159118.0,59.3,3.06,25.5,0.07,0.09,-66.7,0.05,-36.0,79.8,15.4,28945.0,3005.0,129785.0,754.0,165720.0,3705.0,6379.0,8678.0,4330.0,40,186,0,250,63.0,1.0,0.1,0.02,0.2,grid,,,
MC.PA,PMCC,194322.0,95.6,4.44,19.7,0.09,0.12,-39.7,0.11,-18.6,51.4,15.4,0.0,68772.0,287258.0,20401.0,322523.0,6951.0,33539.0,0.0,0.0,51,194,12,232,42525.0,1.0,0.1,0.02,0.25,grid,,,
MC.PA,CoveredCall,148581.0,48.8,2.61,24.4,0.04,0.06,-66.2,0.04,-38.6,73.1,15.4,28812.0,2836.0,189582.0,754.0,235236.0,3736.0,6633.0,11415.0,5015.0,56,186,0,277,32.0,1.0,0.1,0.02,0.25,grid,,,
MC.PA,PMCC,237138.0,138.7,5.8,18.2,0.15,0.19,-38.8,0.15,-15.7,46.0,15.4,0.0,76987.0,526529.0,38299.0,526237.0,7847.0,39874.0,0.0,0.0,69,194,12,232,38715.0,1.0,0.1,0.02,0.35,grid,,,
MC.PA,CoveredCall,169070.0,69.3,3.47,22.3,0.06,0.07,-65.3,0.05,-39.9,77.3,15.4,30851.0,2810.0,324850.0,2432.0,355391.0,3950.0,8028.0,15613.0,7342.0,73,186,0,315,30.0,1.0,0.1,0.02,0.35,grid,,,
MC.PA,PMCC,174545.0,76.2,3.74,21.2,0.07,0.09,-43.9,0.09,-23.3,48.2,15.4,0.0,61717.0,174365.0,12068.0,207125.0,6270.0,40452.0,0.0,0.0,38,194,12,232,38644.0,1.0,0.1,0.03,0.2,grid,,,
MC.PA,CoveredCall,159031.0,59.3,3.06,25.5,0.07,0.09,-66.7,0.05,-36.0,79.8,15.4,28945.0,2987.0,129560.0,754.0,165720.0,3705.0,6604.0,8678.0,4329.0,40,186,0,250,59.0,1.0,0.1,0.03,0.2,grid,,,
MC.PA,PMCC,177053.0,78.7,3.83,20.0,0.06,0.08,-40.0,0.1,-19.6,50.2,15.4,0.0,65171.0,275521.0,19708.0,308879.0,6769.0,44300.0,0.0,0.0,51,194,12,232,41867.0,1.0,0.1,0.03,0.25,grid,,,
MC.PA,CoveredCall,149052.0,49.3,2.63,24.4,0.04,0.06,-66.2,0.04,-38.6,73.1,15.4,28796.0,2826.0,188611.0,754.0,233202.0,3734.0,7388.0,11385.0,4969.0,56,186,0,277,36.0,1.0,0.1,0.03,0.25,grid,,,
MC.PA,PMCC,217785.0,119.9,5.24,18.0,0.12,0.16,-37.6,0.14,-15.1,45.9,15.4,0.0,73950.0,499484.0,36786.0,502412.0,7532.0,54370.0,0.0,0.0,69,194,12,232,40101.0,1.0,0.1,0.03,0.35,grid,,,
MC.PA,CoveredCall,165265.0,65.5,3.32,22.3,0.06,0.07,-65.3,0.05,-40.7,77.5,15.4,30692.0,2798.0,320613.0,2456.0,352997.0,3936.0,10445.0,15569.0,7304.0,73,186,0,314,31.0,1.0,0.1,0.03,0.35,grid,,,
MC.PA,PMCC,539454.0,441.5,11.57,20.2,0.41,0.61,-37.3,0.31,-12.0,62.3,15.4,0.0,127103.0,489663.0,34516.0,301082.0,11375.0,39260.0,0.0,0.0,22,197,12,236,45582.0,1.2,0.0,0.01,0.2,grid,,,
MC.PA,CoveredCall,485486.0,386.2,10.79,26.6,0.34,0.46,-63.9,0.17,-30.0,89.7,15.4,62573.0,2842.0,379766.0,2092.0,258794.0,7175.0,12300.0,13346.0,10939.0,23,186,0,262,29.0,1.2,0.0,0.01,0.2,grid,,,
MC.PA,PMCC,632206.0,534.6,12.72,19.2,0.47,0.69,-35.1,0.36,-10.4,60.1,15.4,0.0,144497.0,730063.0,50452.0,481450.0,12884.0,44699.0,0.0,0.0,32,197,12,236,48025.0,1.2,0.0,0.01,0.25,grid,,,
MC.PA,CoveredCall,588039.0,488.9,12.17,25.7,0.39,0.51,-62.4,0.2,-29.1,94.0,15.4,73568.0,3051.0,582051.0,3520.0,419363.0,8344.0,14306.0,21027.0,14672.0,34,186,0,297,27.0,1.2,0.0,0.01,0.25,grid,,,
MC.PA,PMCC,771662.0,674.6,14.18,16.9,0.58,0.8,-30.6,0.46,-6.8,58.5,15.4,0.0,170354.0,1400054.0,109664.0,1017306.0,15022.0,52872.0,0.0,0.0,61,197,12,236,50979.0,1.2,0.0,0.01,0.35,grid,,,
MC.PA,CoveredCall,651795.0,552.7,12.92,23.3,0.43,0.53,-59.7,0.22,-31.4,104.7,15.4,79201.0,3260.0,1024054.0,6307.0,820673.0,8958.0,15762.0,34898.0,20840.0,65,186,0,377,22.0,1.2,0.0,0.01,0.35,grid,,,
MC.PA,PMCC,505710.0,409.3,11.12,20.4,0.39,0.58,-37.6,0.3,-12.0,61.6,15.4,0.0,121557.0,473469.0,33356.0,289528.0,11078.0,59676.0,0.0,0.0,22,197,12,236,44882.0,1.2,0.0,0.02,0.2,grid,,,
MC.PA,CoveredCall,486235.0,386.9,10.8,26.6,0.34,0.46,-63.9,0.17,-30.0,89.7,15.4,62605.0,2897.0,379919.0,2092.0,258794.0,7180.0,12625.0,13346.0,10938.0,23,186,0,260,29.0,1.2,0.0,0.02,0.2,grid,,,
MC.PA,PMCC,588153.0,492.3,12.22,19.4,0.44,0.65,-35.3,0.35,-10.5,59.7,15.4,0.0,137816.0,701496.0,48660.0,460713.0,12486.0,69117.0,0.0,0.0,32,197,12,236,47302.0,1.2,0.0,0.02,0.25,grid,,,
MC.PA,CoveredCall,588089.0,488.9,12.17,25.7,0.39,0.51,-62.4,0.2,-29.1,94.0,15.4,73541.0,3061.0,580249.0,3227.0,418671.0,8335.0,15745.0,20999.0,14628.0,34,186,0,298,24.0,1.2,0.0,0.02,0.25,grid,,,
MC.PA,PMCC,699745.0,604.7,13.49,17.0,0.54,0.74,-30.9,0.44,-6.8,57.9,15.4,0.0,159274.0,1319368.0,104410.0,963381.0,14327.0,86417.0,0.0,0.0,61,197,12,236,50063.0,1.2,0.0,0.02,0.35,grid,,,
MC.PA,CoveredCall,646925.0,547.9,12.87,23.3,0.43,0.53,-59.7,0.22,-31.4,103.9,15.4,78621.0,3119.0,1011068.0,4400.0,812723.0,8888.0,21962.0,34644.0,20575.0,65,186,0,371,26.0,1.2,0.0,0.02,0.35,grid,,,
MC.PA,PMCC,463805.0,368.6,10.53,20.5,0.36,0.54,-37.8,0.28,-12.1,60.3,15.4,0.0,114411.0,449604.0,31890.0,274708.0,10614.0,79059.0,0.0,0.0,22,197,12,236,44157.0,1.2,0.0,0.03,0.2,grid,,,
MC.PA,CoveredCall,485321.0,386.0,10.79,26.6,0.34,0.46,-63.9,0.17,-30.0,89.6,15.4,62557.0,2867.0,377825.0,2092.0,258576.0,7173.0,14222.0,13320.0,10936.0,23,186,0,262,32.0,1.2,0.0,0.03,0.2,grid,,,
