per_side_bp,WTI/BRENT,NATGAS/WTI
0.0,0.4315204169996687,0.49489531224764516
2.5,0.4115037625117559,0.49183650720878136
5.0,0.3914685740137431,0.4887739800699012
10.0,0.351363786244291,0.48263800355954734
20.0,0.27116418119211333,0.4703240835145054
