,return_pct,sharpe,max_dd_pct,n_trades,win_rate_pct
KO/PEP backtesting.py,19.253611810840884,0.4149032326154308,12.793763623387267,20.0,75.0
KO/PEP two-leg engine,10.600777580370057,0.5099135461499421,5.179959873790596,20.0,75.0
WTI/BRENT backtesting.py,1727.6582124272568,0.36912360129515703,34.7942579484545,234.0,67.52136752136752
WTI/BRENT two-leg engine,304.57398778024407,0.41547910119031195,20.243609886376202,233.0,66.09442060085837
