,total_return_pct,cagr_pct,ann_vol_pct,sharpe,sortino,max_dd_pct,nw_tstat,exposure_pct,n_trades,win_rate_pct,avg_trade_bp,med_holding_bars,converged_pct,stopped_pct,skew,years,gate_pass_pct
stocks top-10,0.030763829102053997,0.0077053591712283875,0.5128779091673925,0.01756996999250582,0.025210881949162333,1.008636048396172,0.036415728642185674,106.05759682224429,51.0,60.78431372549019,0.17356063147402997,15.0,68.62745098039215,5.88235294117647,0.2670400963188546,3.992063492063492,68.75
