,total_return_pct,cagr_pct,ann_vol_pct,sharpe,sortino,max_dd_pct,nw_tstat,exposure_pct,n_trades,win_rate_pct,avg_trade_bp,med_holding_bars,converged_pct,stopped_pct,skew,years,gate_pass_pct
crypto top-3,-92.98088066867163,-23.942159475024106,34.683294450306846,-0.6012128673391699,-0.7545587925668528,94.76848694128441,-1.9784824297579777,91.22460496613995,152.0,48.026315789473685,-345.3304082255747,14.0,46.05263157894737,11.842105263157894,-4.315586338858062,9.706849315068494,77.19298245614034
