y,x,corr,eg_pvalue,eg_tstat,beta,half_life,hurst,n_obs
PRU,RJF,0.7193775691829418,0.07362691883801424,-3.178331157409384,0.683701461788258,59.07306051994794,0.5105441028503513,1259
PCAR,AMP,0.618683875488478,0.07536956091537866,-3.168420817790276,0.48312175019814196,42.982521622449724,0.4700264237423162,1259
AMP,MS,0.7387190318356374,0.0756433102461002,-3.166880507036654,0.8063576372881542,58.88931013004904,0.43547679885265794,1259
PBCT,MTB,0.7469638326633854,0.0758297007276844,-3.1658342548616067,0.6085814077355225,39.44474311199648,0.4057386334236843,1259
UNM,GS,0.6904609448015854,0.07737878358148892,-3.1572164180496336,1.0565601365330612,60.13331174053134,0.4365042295230796,1259
MET,L,0.6354068136139845,0.07743435164504243,-3.15690981559936,0.34687167169596533,56.98265445297792,0.4383271573175965,1259
DFS,GS,0.645516494692985,0.07770182319353716,-3.1554364308690666,0.6686454827697508,60.48201577897861,0.45115734998767404,1259
UNM,KEY,0.7313322015782133,0.07812854797683595,-3.1530940241988215,0.9460252983392272,43.59685573008395,0.40861910932744183,1259
AEE,NEE,0.7477412362982047,0.07888845694493385,-3.1489474525277688,0.8682766457687928,38.666092464137755,0.4524083064147905,1259
D,NEE,0.7254394980567431,0.0792000919125449,-3.1472560264617004,0.42821922821253205,37.15647847988119,0.3748287655866413,1259
PBCT,GS,0.634123422367051,0.08008392964343242,-3.1424871477343603,0.5386950726633011,39.60703473897866,0.371417796793569,1259
PPL,SO,0.6768339910863068,0.08009763438580741,-3.142413527197522,0.8858322535789885,55.415174715912755,0.45871628350667126,1259
HBAN,MS,0.7206755841977881,0.08023614086644748,-3.1416700371209867,0.7734774982260164,45.96623787093333,0.38179544052370934,1259
COF,PRU,0.6497564884165937,0.08029753602569517,-3.1413407950408687,0.705784518043717,42.64703709510402,0.34433504482056404,1259
OXY,NBL,0.6694736269160585,0.08040115974997808,-3.140785541897902,0.42769118963551667,35.79648270873055,0.38623695860609836,1259
BLK,ITW,0.656064537015242,0.0807441736129963,-3.138951537921116,0.6335993194168952,37.46034344927885,0.3681958728071139,1259
ECL,PX,0.6105389110848031,0.08081674800158778,-3.138564283759794,0.6201161721195239,108.33963660212555,0.4653446584402268,1259
STI,PNC,0.8377374476846585,0.08106730638636128,-3.137229401471157,0.9966540186502377,39.01055793208736,0.4367901617179637,1259
D,ED,0.712722198549964,0.0813309599906144,-3.1358282324151117,0.48529552603811527,59.98752226766503,0.3837697396440888,1259
BBT,STI,0.8402248162524315,0.08152137125250819,-3.134818511647136,0.585173376064294,42.957130566092694,0.4072835540183343,1259
ES,ED,0.816912339696624,0.08170769271307249,-3.133832261174105,0.8813566141591599,49.83164304557838,0.3964247929922325,1249
BBT,JPM,0.7745772833807231,0.0835836660089544,-3.1239987797689635,0.5634440329332988,46.132521577112854,0.40569920425058625,1259
LMT,NOC,0.7353677938734655,0.08363335512585207,-3.123740668742315,0.8071930761766412,42.41315719716432,0.41234666380183554,1259
COF,KEY,0.659859119570274,0.08364669229298183,-3.123671408918596,0.6202941115502602,42.48952400509355,0.3808859321901005,1259
PRU,MS,0.7616007305095387,0.08491001441125495,-3.1171496114083284,0.6903105400181704,47.77128758716791,0.4325940576927144,1259
SCHW,GS,0.7008684312178717,0.08509534233125754,-3.116199230258901,1.4366310634590254,65.27453536208417,0.42790522118422647,1259
MCO,SPGI,0.7327275093529649,0.08533602901584247,-3.114967361469707,0.7538888086438212,56.1575385705645,0.4431600196007852,1259
MET,AMG,0.6323020186943717,0.08561768386596186,-3.113529234216573,0.4847320336888294,51.697648769413156,0.44357149214442115,1259
BBT,GS,0.7210333990564688,0.08641076431667533,-3.10949940736395,0.7314435225581909,44.7055602876757,0.41633342630018416,1259
PEG,AWK,0.6235423488340315,0.08646162171135219,-3.1092419695822637,0.4421159627600159,40.47564097089635,0.44082042091680423,1259
