y,x,corr,eg_pvalue,eg_tstat,beta,half_life,hurst,n_obs
WTI,BRENT,0.6375881681405877,1.0018833962718036e-05,-5.6244219018329815,0.9056626568921035,8.87838711639611,0.20758594515257073,9119
