,total_return_pct,cagr_pct,ann_vol_pct,sharpe,sortino,max_dd_pct,nw_tstat,exposure_pct,n_trades,win_rate_pct,avg_trade_bp,med_holding_bars,converged_pct,stopped_pct,skew,years,gate_pass_pct
WTI/BRENT,105.92615209098012,2.0743637608410026,5.648331322879,0.3914685740137431,0.6506340244793675,8.584330230163973,3.2561815906631697,9.236494868613962,79.0,67.08860759493672,94.23043929142402,7.0,72.15189873417721,7.59493670886076,3.816648596797672,35.182539682539684,30.49645390070922
NATGAS/WTI,319.92515137249865,5.179927062026368,11.633836214489214,0.4887739800699012,1.0594372919847033,25.258573755556625,2.495918017919891,4.943443653121073,21.0,80.95238095238095,760.7618690859761,12.0,76.19047619047619,4.761904761904762,14.07866068052912,28.41269841269841,14.912280701754385
