,total_return_pct,cagr_pct,ann_vol_pct,sharpe,sortino,max_dd_pct,nw_tstat,exposure_pct,n_trades,win_rate_pct,avg_trade_bp,med_holding_bars,converged_pct,stopped_pct,skew,years,gate_pass_pct
crypto top-3,-100.0,,53.42663119611585,-0.6661648416159772,-0.39748974404329573,100.0,-1.7059590386439063,89.78555304740406,154.0,48.701298701298704,-326.0025042831617,14.0,44.8051948051948,12.987012987012985,-19.61797404545138,9.706849315068494,77.19298245614034
