per_side_bp,KO/PEP,XOM/CVX,V/MA,JPM/BAC,HD/LOW,GOOGL/GOOG
0.0,0.3015985263507772,0.441583656023646,,-0.48491192732041377,-0.4465352238355215,0.4190393744177779
2.5,0.28962364015782827,0.43377765156867026,,-0.5013306874315857,-0.4557783886133527,0.27273391438567385
5.0,0.2775493380248858,0.42591000779326116,,-0.5176613922064874,-0.4649630961100059,0.12367892057862391
10.0,0.2531450129148667,0.4100016453236725,,-0.550024361188697,-0.48313906451870425,-0.15696270928666164
20.0,0.203622679444522,0.3775792510261528,,-0.6133268634705865,-0.518595443370288,-0.5614749022336418
