per_side_bp,CAD/WTI,BTC/PAXG
0.0,0.33117879549538953,-0.5893165193636414
6.0,0.2805732962309525,-0.5957107061835076
12.0,0.22979897493896057,-0.6020493527668422
24.0,0.1291159478409098,-0.6145562103761126
48.0,-0.06062028700933027,-0.6388637891521284
