,sharpe,cagr_pct,max_dd_pct,n_trades,win_rate_pct,avg_trade_bp,nw_tstat,gate_pass_pct,exposure_pct
OLS + rolling z (default),0.12367892057862391,0.029581938571410227,0.24296444700786513,2.0,50.0,4.242755760821421,0.38729861273614946,8.333333333333332,5.394190871369295
OLS + frozen z (GGR),-0.6876640650016391,-0.06212612085645386,0.19661460674454956,1.0,0.0,-17.789316310549793,-1.1520102253225217,8.333333333333332,0.9681881051175657
Kalman hedge,-0.401961239106501,-0.2807639709044407,1.5300901296470437,8.0,50.0,-10.024895066038585,-0.7552427661721064,50.0,13.96957123098202
same-close execution (lag 0),-0.13970299893393,-0.03547459300837774,0.27229166930077264,2.0,50.0,-5.072761716285678,-0.4028661104480215,8.333333333333332,5.532503457814661
no gate,-0.9892552860162677,-1.3833147759927833,4.595314042578213,14.0,35.714285714285715,-28.330485879063428,-2.030589608077995,100.0,62.655601659751035
