per_side_bp,WTI/BRENT,NATGAS/WTI
0.0,0.43180257111665055,0.4718207189947415
2.5,0.4110449042327851,0.4683878766588943
5.0,0.3902686707880355,0.464949554679028
10.0,0.3486837975338503,0.45805680477918626
20.0,0.26554652642193444,0.4442092408342376
